"pathway","num_genes","num_TGs","min","q25","mean","median","q75","max","TG_prop"
"G-protein beta:gamma signalling",32,8,3,8.5,20.5,17,31.75,44,0.25
"G-protein mediated events",54,18,1,5.25,40.7777777777778,13.5,28,365,0.333333333333333
"G0 and Early G1",27,7,1,4,22.2857142857143,8,36.5,66,0.259259259259259
"G1 Phase",47,20,1,15.75,130.7,65.5,166.75,802,0.425531914893617
"G1/S DNA Damage Checkpoints",67,24,1,7,42.5416666666667,15,55.5,271,0.358208955223881
"G1/S Transition",121,34,1,8.5,55.5,28,59.5,386,0.28099173553719
"G1/S-Specific Transcription",29,9,4,7,33.1111111111111,11,58,123,0.310344827586207
"G2 Phase",5,2,15,211.75,408.5,408.5,605.25,802,0.4
"G2/M Checkpoints",156,50,1,9.25,56.58,16.5,63.25,608,0.320512820512821
"G2/M DNA damage checkpoint",96,33,2,10,71.4848484848485,14,82,608,0.34375
"G2/M DNA replication checkpoint",7,0,NA,NA,NA,NA,NA,NA,0
"G2/M Transition",191,46,3,15.25,58.0869565217391,34,68,345,0.240837696335079
"GAB1 signalosome",17,5,22,36,57.6,40,56,134,0.294117647058824
"GABA B receptor activation",43,11,3,7.5,48.5454545454545,18,22,365,0.255813953488372
"GABA receptor activation",60,12,3,8.25,45.5,15,22,365,0.2
"GABA synthesis",2,1,26,26,26,26,26,26,0.5
"GABA synthesis, release, reuptake and degradation",19,5,2,4,75.8,26,78,269,0.263157894736842
"GDP-fucose biosynthesis",6,2,12,15.75,19.5,19.5,23.25,27,0.333333333333333
"GLI proteins bind promoters of Hh responsive genes to promote transcription",7,3,6,8.5,37,11,52.5,94,0.428571428571429
"GLI3 is processed to GLI3R by the proteasome",47,12,4,14.75,39.5833333333333,32.5,59,102,0.25531914893617
"GP1b-IX-V activation signalling",12,1,2,2,2,2,2,2,0.0833333333333333
"GPCR downstream signalling",629,148,1,8,48.5,19.5,43,486,0.235294117647059
"GPCR ligand binding",465,88,1,9,51.2954545454545,19.5,48.5,476,0.189247311827957
"GPER1 signaling",45,12,2,5.75,17.6666666666667,15,24.5,48,0.266666666666667
"GPVI-mediated activation cascade",35,13,3,9,56,19,45,308,0.371428571428571
"GRB2 events in EGFR signaling",13,5,9,26,49,36,40,134,0.384615384615385
"GRB2 events in ERBB2 signaling",16,6,9,20,41.8333333333333,24.5,36.5,134,0.375
"GRB2:SOS provides linkage to MAPK signaling for Integrins ",15,6,2,3.75,62.6666666666667,12.5,37,303,0.4
"GRB7 events in ERBB2 signaling",5,2,15,16,17,17,18,19,0.4
"GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2",42,11,4,14.5,33.9090909090909,22,56,69,0.261904761904762
"GSK3B-mediated proteasomal degradation of PD-L1(CD274)",44,12,4,14.75,48.75,32.5,59,212,0.272727272727273
"GTP hydrolysis and joining of the 60S ribosomal subunit",113,29,2,16,44.4827586206897,31,51,256,0.256637168141593
"Gain-of-function MRAS complexes activate RAF signaling",8,2,22,66.75,111.5,111.5,156.25,201,0.25
"Galactose catabolism",6,1,41,41,41,41,41,41,0.166666666666667
"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation",61,22,3,9.5,91.2272727272727,18.5,48.25,816,0.360655737704918
"Gamma-carboxylation of protein precursors",10,6,3,7.5,149,12.5,36.25,816,0.6
"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",11,6,3,7.5,149,12.5,36.25,816,0.545454545454545
"Gap junction assembly",38,10,6,10,75.4,26.5,81.25,345,0.263157894736842
"Gap junction degradation",12,5,6,6,121.8,17,161,419,0.416666666666667
"Gap junction trafficking",49,14,6,10,96.9285714285714,26.5,145,419,0.285714285714286
"Gap junction trafficking and regulation",51,14,6,10,96.9285714285714,26.5,145,419,0.274509803921569
"Gap-filling DNA repair synthesis and ligation in GG-NER",25,10,2,8.75,25.9,15,46,65,0.4
"Gap-filling DNA repair synthesis and ligation in TC-NER",62,23,1,9.5,40.3478260869565,17,54.5,309,0.370967741935484
"Gastrin-CREB signalling pathway via PKC and MAPK",18,5,2,9,40.6,26,32,134,0.277777777777778
"Gastrulation",119,26,1,7.5,74.1153846153846,16,56.5,496,0.218487394957983
"Gene Silencing by RNA",139,56,1,12.75,77.8928571428571,41,92.75,383,0.402877697841727
"Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation",38,10,1,24.75,145.7,43,58.5,932,0.263157894736842
"Gene expression (Transcription)",1597,551,1,9,65.5644283121597,23,65,1151,0.345021916092674
"Generation of second messenger molecules",39,8,2,6.75,21.875,15.5,42,45,0.205128205128205
"Generic Transcription Pathway",1244,419,1,9.5,61.0023866348449,24,67,845,0.336816720257235
"Germ layer formation at gastrulation",17,3,1,2.5,44,4,65.5,127,0.176470588235294
"Global Genome Nucleotide Excision Repair (GG-NER)",84,23,2,7.5,20.7826086956522,14,24.5,65,0.273809523809524
"Glucagon signaling in metabolic regulation",33,7,5,9,18.4285714285714,18,20,48,0.212121212121212
"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion",42,13,3,12,78.3846153846154,18,44,744,0.30952380952381
"Glucagon-type ligand receptors",33,6,9,12,32.5,17,41.5,92,0.181818181818182
"Glucocorticoid biosynthesis",10,0,NA,NA,NA,NA,NA,NA,0
"Gluconeogenesis",26,5,8,22,39,27,30,108,0.192307692307692
"Glucose metabolism",84,33,2,13,83.1212121212121,35,108,383,0.392857142857143
"Glucuronidation",27,5,17,20,31.8,23,41,58,0.185185185185185
"Glutamate Neurotransmitter Release Cycle",24,7,4,61.5,143.428571428571,98,199,381,0.291666666666667
"Glutamate and glutamine metabolism",14,0,NA,NA,NA,NA,NA,NA,0
"Glutamate binding, activation of AMPA receptors and synaptic plasticity",31,11,1,2,28.6363636363636,12,32.5,150,0.354838709677419
"Glutathione conjugation",36,6,1,4,26.6666666666667,16,32.5,89,0.166666666666667
"Glutathione synthesis and recycling",12,4,2,17,37.25,29,49.25,89,0.333333333333333
"Glycerophospholipid biosynthesis",129,41,1,10,77.5121951219512,28,92,456,0.317829457364341
"Glycerophospholipid catabolism",7,3,2,9.5,17.6666666666667,17,25.5,34,0.428571428571429
"Glycine degradation",7,4,15,21.75,94.5,38.5,111.25,286,0.571428571428571
"Glycogen breakdown (glycogenolysis)",15,3,3,6,21.3333333333333,9,30.5,52,0.2
"Glycogen metabolism",26,8,3,12.75,25.5,18.5,31,65,0.307692307692308
"Glycogen storage disease type 0 (liver GYS2)",2,0,NA,NA,NA,NA,NA,NA,0
"Glycogen storage disease type 0 (muscle GYS1)",2,1,24,24,24,24,24,24,0.5
"Glycogen storage disease type II (GAA)",2,1,3,3,3,3,3,3,0.5
"Glycogen storage disease type IV (GBE1)",3,0,NA,NA,NA,NA,NA,NA,0
"Glycogen storage disease type Ia (G6PC)",1,0,NA,NA,NA,NA,NA,NA,0
"Glycogen storage disease type Ib (SLC37A4)",1,0,NA,NA,NA,NA,NA,NA,0
"Glycogen storage disease type XV (GYG1)",2,1,24,24,24,24,24,24,0.5
"Glycogen storage diseases",16,6,3,14.25,23.8333333333333,18.5,23.5,65,0.375
"Glycogen synthesis",14,5,14,15,28,22,24,65,0.357142857142857
"Glycolysis",73,31,2,12.5,84.0322580645161,35,124.5,383,0.424657534246575
"Glycoprotein hormones",12,2,89,145.75,202.5,202.5,259.25,316,0.166666666666667
"Glycosaminoglycan metabolism",136,47,1,5,63.3829787234043,27,49,829,0.345588235294118
"Glycosaminoglycan-protein linkage region biosynthesis",29,13,4,12,60.3846153846154,29,33,502,0.448275862068966
"Glycosphingolipid biosynthesis",19,5,12,31,73.4,37,49,238,0.263157894736842
"Glycosphingolipid catabolism",39,7,1,12,65.7142857142857,21,102.5,209,0.179487179487179
"Glycosphingolipid metabolism",58,12,1,14.25,68.9166666666667,34,82.75,238,0.206896551724138
"Glycosphingolipid transport",8,4,27,30,69.25,66,105.25,118,0.5
"Glyoxylate metabolism and glycine degradation",19,6,3,17.25,115.5,38.5,227.75,312,0.315789473684211
"Golgi Associated Vesicle Biogenesis",56,19,1,4,62.6315789473684,22,65,394,0.339285714285714
"Golgi Cisternae Pericentriolar Stack Reorganization",14,6,2,3.5,24,7,31.5,86,0.428571428571429
"Golgi-to-ER retrograde transport",134,36,1,7,51.9444444444444,21,47.75,414,0.26865671641791
"Growth hormone receptor signaling",24,9,2,5,51.1111111111111,24,103,118,0.375
"H139Hfs13* PPM1K causes a mild variant of  MSUD",5,3,8,11.5,46.3333333333333,15,65.5,116,0.6
"HATs acetylate histones",142,46,1,11,49.6086956521739,25,78.25,262,0.323943661971831
"HCMV Early Events",138,49,3,13,74.0408163265306,47,91,383,0.355072463768116
"HCMV Infection",162,55,3,12.5,72.7090909090909,46,86.5,383,0.339506172839506
"HCMV Late Events",116,42,3,11.25,74.5476190476191,53,88.75,383,0.362068965517241
"HCN channels",4,2,125,129.25,133.5,133.5,137.75,142,0.5
"HDACs deacetylate histones",94,32,4,10.75,64.3125,51,82,498,0.340425531914894
"HDL assembly",8,2,5,9,13,13,17,21,0.25
"HDL clearance",5,1,20,20,20,20,20,20,0.2
"HDL remodeling",10,0,NA,NA,NA,NA,NA,NA,0
"HDMs demethylate histones",50,20,1,16,63.6,53,87.25,212,0.4
"HDR through Homologous Recombination (HRR)",70,20,2,9.5,51.55,20,54.25,425,0.285714285714286
"HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)",134,50,2,10,60.9,20,76.5,608,0.373134328358209
"HDR through MMEJ (alt-NHEJ)",12,3,15,16.5,18.3333333333333,18,20,22,0.25
"HDR through Single Strand Annealing (SSA)",37,14,2,11,61.5,20,58.25,425,0.378378378378378
"HHAT G278V doesn't palmitoylate Hh-Np",4,2,9,13.5,18,18,22.5,27,0.5
"HIV Infection",218,75,1,11,69.7866666666667,23,59.5,653,0.344036697247706
"HIV Life Cycle",149,55,1,12,80.8363636363636,29,72,653,0.369127516778524
"HIV Transcription Elongation",43,15,1,12,51.4666666666667,23,56.5,309,0.348837209302326
"HIV Transcription Initiation",47,13,1,6,50.5384615384615,21,50,309,0.276595744680851
"HIV elongation arrest and recovery",33,12,1,19.5,61.8333333333333,26,84,309,0.363636363636364
"HS-GAG biosynthesis",33,12,4,11,32.0833333333333,28,49.75,81,0.363636363636364
"HS-GAG degradation",20,8,4,23.25,46.75,32.5,41.5,176,0.4
"HSF1 activation",31,11,2,15,47.5454545454545,22,39,283,0.354838709677419
"HSF1-dependent transactivation",38,15,1,12,40.3333333333333,23,39,164,0.394736842105263
"HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand",57,17,2,11,63.0588235294118,32,97,345,0.298245614035088
"Hedgehog 'off' state",100,28,4,10.75,43.5714285714286,22,49.75,345,0.28
"Hedgehog 'on' state",73,23,3,11,33.3913043478261,22,49,115,0.315068493150685
"Hedgehog ligand biogenesis",52,15,4,13.5,45.9333333333333,22,53.5,283,0.288461538461538
"Heme assimilation",3,0,NA,NA,NA,NA,NA,NA,0
"Heme biosynthesis",14,4,18,28.5,33.75,32.5,37.75,52,0.285714285714286
"Heme degradation",15,4,13,22,24.5,26.5,29,32,0.266666666666667
"Heme signaling",49,20,2,7.25,60.7,21,71.75,240,0.408163265306122
"Hemostasis",679,189,1,8,51.3068783068783,22,54,433,0.278350515463918
"Heparan sulfate/heparin (HS-GAG) metabolism",41,15,4,10,40.0666666666667,29,50.5,176,0.365853658536585
"Hereditary fructose intolerance",1,0,NA,NA,NA,NA,NA,NA,0
"Hh mutants abrogate ligand secretion",46,13,4,14,48,22,55,283,0.282608695652174
"Hh mutants are degraded by ERAD",43,11,4,14.5,53.4545454545455,22,56,283,0.255813953488372
"High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells",69,21,2,7,73.7142857142857,17,48,722,0.304347826086957
"Highly calcium permeable nicotinic acetylcholine receptors",9,4,13,16,20.25,18.5,22.75,31,0.444444444444444
"Highly calcium permeable postsynaptic nicotinic acetylcholine receptors",11,4,13,16,20.25,18.5,22.75,31,0.363636363636364
"Highly sodium permeable postsynaptic acetylcholine nicotinic receptors",7,2,13,14.75,16.5,16.5,18.25,20,0.285714285714286
"Histamine receptors",4,1,1,1,1,1,1,1,0.25
"Histidine catabolism",8,1,8,8,8,8,8,8,0.125
"Homologous DNA Pairing and Strand Exchange",43,12,2,13,69.75,41,56.25,425,0.27906976744186
"Homology Directed Repair",140,51,2,10,60,18,76,608,0.364285714285714
"Hormone ligand-binding receptors",12,1,27,27,27,27,27,27,0.0833333333333333
"Host Interactions of HIV factors",118,46,2,14,67.2173913043478,31.5,57.75,415,0.389830508474576
"HuR (ELAVL1) binds and stabilizes mRNA",8,2,6,8,10,10,12,14,0.25
"Hyaluronan degradation",16,6,1,4.25,26.6666666666667,5,6.5,138,0.375
"Hyaluronan metabolism",20,8,1,3.5,26,5,16.75,138,0.4
"Hydrolysis of LPC",9,6,1,6.25,52.5,8,21,267,0.666666666666667
"Hydrolysis of LPE",2,1,6,6,6,6,6,6,0.5
"Hydroxycarboxylic acid-binding receptors",3,3,23,28.5,69,34,92,150,1
"Hypusine synthesis from eIF5A-lysine",4,3,3,7.5,24,12,34.5,57,0.75
"IFNG signaling activates MAPKs",8,4,2,12.5,41,24.5,53,113,0.5
"IGF1R signaling cascade",53,14,3,7.5,22.0714285714286,13.5,34.25,57,0.264150943396226
"IKBKB deficiency causes SCID",3,1,5,5,5,5,5,5,0.333333333333333
"IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)",3,1,5,5,5,5,5,5,0.333333333333333
"IKK complex recruitment mediated by RIP1",23,10,5,10.25,51.8,18.5,43.5,305,0.434782608695652
"IL-6-type cytokine receptor ligand interactions",17,5,36,58,320,113,548,845,0.294117647058824
"IP3 and IP4 transport between cytosol and nucleus",30,16,3,13.75,100.375,48.5,169,383,0.533333333333333
"IP6 and IP7 transport between cytosol and nucleus",30,16,3,13.75,100.375,48.5,169,383,0.533333333333333
"IPs transport between nucleus and cytosol",30,16,3,13.75,100.375,48.5,169,383,0.533333333333333
"IRAK1 recruits IKK complex",14,7,5,11,64.1428571428571,22,47.5,305,0.5
"IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation",14,7,5,11,64.1428571428571,22,47.5,305,0.5
"IRAK2 mediated activation of TAK1 complex",10,7,2,10,61.2857142857143,15,43.5,305,0.7
"IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation",15,8,2,10.5,59.75,18.5,53,305,0.533333333333333
"IRAK4 deficiency (TLR2/4)",18,5,7,13,24,16,35,49,0.277777777777778
"IRAK4 deficiency (TLR5)",4,2,8,10.75,13.5,13.5,16.25,19,0.5
"IRE1alpha activates chaperones",50,20,1,14.5,88.45,38.5,67.75,597,0.4
"IRF3 mediated activation of type 1 IFN",5,3,20,26,39.3333333333333,32,49,66,0.6
"IRF3-mediated induction of type I IFN",13,5,1,20,54.2,30,32,188,0.384615384615385
"IRS activation",5,3,5,16,239.333333333333,27,356.5,686,0.6
"IRS-mediated signalling",48,13,3,7,20.9230769230769,10,26,57,0.270833333333333
"IRS-related events triggered by IGF1R",52,13,3,7,20.9230769230769,10,26,57,0.25
"ISG15 antiviral mechanism",74,35,1,10,63.2,25,55.5,383,0.472972972972973
"IkBA variant leads to EDA-ID",7,2,5,19.75,34.5,34.5,49.25,64,0.285714285714286
"Imatinib-resistant KIT mutants",1,0,NA,NA,NA,NA,NA,NA,0
"Imatinib-resistant PDGFR mutants",1,1,70,70,70,70,70,70,1
"Immune System",2243,644,1,10,69.0139751552795,25,67.25,1073,0.287115470352207
"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",190,21,1,10,41,23,40,261,0.110526315789474
"Impaired BRCA2 binding to PALB2",24,6,10,15,39.3333333333333,29,41.5,112,0.25
"Impaired BRCA2 binding to RAD51",35,11,2,12,72.2727272727273,40,57.5,425,0.314285714285714
"Impaired BRCA2 binding to SEM1 (DSS1)",2,1,55,55,55,55,55,55,0.5
"Impaired BRCA2 translocation to the nucleus",2,1,55,55,55,55,55,55,0.5
"Inactivation of APC/C via direct inhibition of the APC/C complex",21,3,4,9.5,22.6666666666667,15,32,49,0.142857142857143
"Inactivation of CDC42 and RAC1",8,5,9,18,48.6,44,50,122,0.625
"Inactivation of CSF3 (G-CSF) signaling",25,12,2,12.75,40.5833333333333,22.5,67.25,118,0.48
"Inactivation, recovery and regulation of the phototransduction cascade",33,9,4,9,53.3333333333333,30,72,151,0.272727272727273
"Incretin synthesis, secretion, and inactivation",24,5,12,17,22.8,28,28,29,0.208333333333333
"Induction of Cell-Cell Fusion",13,3,7,8,30.6666666666667,9,42.5,76,0.230769230769231
"Infection with Enterobacteria",34,7,2,6.5,43,25,42.5,176,0.205882352941176
"Infection with Mycobacterium tuberculosis",27,9,2,10,52.3333333333333,22,61,259,0.333333333333333
"Infectious disease",1104,325,1,11,66.8738461538462,28,69,915,0.294384057971014
"Inflammasomes",21,5,2,11,53.6,13,64,178,0.238095238095238
"Influenza Infection",157,53,1,15,67.9622641509434,35,62,383,0.337579617834395
"Influenza Viral RNA Transcription and Replication",137,47,1,15,70.063829787234,35,63.5,383,0.343065693430657
"Influenza Virus Induced Apoptosis",2,0,NA,NA,NA,NA,NA,NA,0
"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits",29,6,9,13.75,22.8333333333333,20.5,22,53,0.206896551724138
"Inhibition of DNA recombination at telomere",67,28,1,10,56.7857142857143,18.5,82,309,0.417910447761194
"Inhibition of Host mRNA Processing and RNA Silencing",2,0,NA,NA,NA,NA,NA,NA,0
"Inhibition of PKR",1,0,NA,NA,NA,NA,NA,NA,0
"Inhibition of Signaling by Overexpressed EGFR",8,3,36,38,70,40,87,134,0.375
"Inhibition of TSC complex formation by PKB",3,1,28,28,28,28,28,28,0.333333333333333
"Inhibition of membrane repair",1,0,NA,NA,NA,NA,NA,NA,0
"Inhibition of nitric oxide production",3,2,35,41.5,48,48,54.5,61,0.666666666666667
"Inhibition of replication initiation of damaged DNA by RB1/E2F1",13,5,15,17,76.4,43,45,262,0.384615384615385
"Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components",21,3,4,9.5,22.6666666666667,15,32,49,0.142857142857143
"Initial triggering of complement",80,11,7,15.5,51,35,73.5,144,0.1375
"Initiation of Nuclear Envelope (NE) Reformation",19,4,16,16.75,82.5,26,91.75,262,0.210526315789474
"InlA-mediated entry of Listeria monocytogenes into host cells",9,3,15,18.5,34,22,43.5,65,0.333333333333333
"InlB-mediated entry of Listeria monocytogenes into host cell",15,7,10,18.5,113.714285714286,35,149,416,0.466666666666667
"Innate Immune System",1122,309,1,9,60.5825242718447,21,56,829,0.275401069518717
"Inorganic anion exchange by SLC26 transporters",8,2,4,4,4,4,4,4,0.25
"Inositol phosphate metabolism",78,28,1,13.75,79.9285714285714,45,98,383,0.358974358974359
"Inositol transporters",3,2,32,36.75,41.5,41.5,46.25,51,0.666666666666667
"Insertion of tail-anchored proteins into the endoplasmic reticulum membrane",22,8,8,17.25,87.75,28,114,307,0.363636363636364
"Insulin effects increased synthesis of Xylulose-5-Phosphate",2,1,57,57,57,57,57,57,0.5
"Insulin processing",25,8,9,23.75,68.5,53,93,180,0.32
"Insulin receptor recycling",30,9,1,13,119.777777777778,27,70,686,0.3
"Insulin receptor signalling cascade",54,17,2,7,60.2352941176471,17,37,686,0.314814814814815
"Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA",3,3,3,38.5,62.6666666666667,74,92.5,111,1
"Integration of energy metabolism",108,38,1,7.5,71.0526315789474,24.5,56.5,744,0.351851851851852
"Integration of provirus",9,5,2,23,137.8,61,188,415,0.555555555555556
"Integration of viral DNA into host genomic DNA",3,1,415,415,415,415,415,415,0.333333333333333
"Integrin cell surface interactions",85,24,2,8.5,37.2916666666667,15.5,33,307,0.282352941176471
"Integrin signaling",27,9,2,7,90.4444444444444,16,44,394,0.333333333333333
"Interaction With Cumulus Cells And The Zona Pellucida",11,2,4,210.25,416.5,416.5,622.75,829,0.181818181818182
"Interaction between L1 and Ankyrins",31,7,1,7,36.5714285714286,14,44.5,138,0.225806451612903
"Interaction between PHLDA1 and AURKA",2,0,NA,NA,NA,NA,NA,NA,0
"Interactions of Rev with host cellular proteins",37,19,3,13.5,88.1578947368421,38,107,383,0.513513513513513
"Interactions of Tat with host cellular proteins",2,1,34,34,34,34,34,34,0.5
"Interactions of Vpr with host cellular proteins",37,18,3,19.25,115.666666666667,53,195,415,0.486486486486487
"Interconversion of 2-oxoglutarate and 2-hydroxyglutarate",3,1,35,35,35,35,35,35,0.333333333333333
